Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Date
India,3,0,0.0,0.0,3.0,2020-02-20
Russia,2,0,0.0,0.0,2.0,2020-02-20
Spain,2,0,0.0,0.0,2.0,2020-02-20
Belgium,1,0,0.0,0.0,1.0,2020-02-20
Cambodia,1,0,0.0,0.0,1.0,2020-02-20
Egypt,1,0,0.0,0.0,1.0,2020-02-20
Finland,1,0,0.0,0.0,1.0,2020-02-20
Nepal,1,0,0.0,0.0,1.0,2020-02-20
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-20
Sweden,1,0,0.0,0.0,0.0,2020-02-20
China,76290,826,2345.0,109.0,20740.0,2020-02-21
Diamond Princess,634,0,2.0,0.0,17.0,2020-02-21
S. Korea,346,137,2.0,0.0,17.0,2020-02-21
Japan,110,1,1.0,0.0,22.0,2020-02-21
Singapore,86,0,0.0,0.0,47.0,2020-02-21
Hong Kong,69,0,2.0,0.0,6.0,2020-02-21
Thailand,35,0,0.0,0.0,19.0,2020-02-21
USA *,35,0,0.0,0.0,6.0,2020-02-21
Taiwan,26,0,1.0,0.0,2.0,2020-02-21
Italy,22,1,1.0,0.0,1.0,2020-02-21
Malaysia,22,0,0.0,0.0,17.0,2020-02-21
Australia,21,2,0.0,0.0,11.0,2020-02-21
Iran,18,0,4.0,0.0,0.0,2020-02-21
Germany,16,0,0.0,0.0,14.0,2020-02-21
Vietnam,16,0,0.0,0.0,15.0,2020-02-21
France,12,0,1.0,0.0,7.0,2020-02-21
U.A.E.,11,0,0.0,0.0,3.0,2020-02-21
Macao,10,0,0.0,0.0,6.0,2020-02-21
Canada,9,0,0.0,0.0,3.0,2020-02-21
U.K.,9,0,0.0,0.0,8.0,2020-02-21
Philippines,3,0,1.0,0.0,2.0,2020-02-21
India,3,0,0.0,0.0,3.0,2020-02-21
Russia,2,0,0.0,0.0,2.0,2020-02-21
Spain,2,0,0.0,0.0,2.0,2020-02-21
Belgium,1,0,0.0,0.0,1.0,2020-02-21
Cambodia,1,0,0.0,0.0,1.0,2020-02-21
Egypt,1,0,0.0,0.0,1.0,2020-02-21
Finland,1,0,0.0,0.0,1.0,2020-02-21
Israel,1,0,0.0,0.0,0.0,2020-02-21
Lebanon,1,0,0.0,0.0,0.0,2020-02-21
Nepal,1,0,0.0,0.0,1.0,2020-02-21
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-21
Sweden,1,0,0.0,0.0,0.0,2020-02-21
China,76940,652,2443.0,98.0,23094.0,2020-02-22
Diamond Princess,634,0,2.0,0.0,17.0,2020-02-22
S. Korea,602,166,5.0,3.0,18.0,2020-02-22
Japan,146,12,1.0,0.0,22.0,2020-02-22
Italy,117,38,2.0,0.0,2.0,2020-02-22
Singapore,89,0,0.0,0.0,49.0,2020-02-22
Hong Kong,70,0,2.0,0.0,11.0,2020-02-22
Iran,43,14,8.0,2.0,0.0,2020-02-22
Thailand,35,0,0.0,0.0,20.0,2020-02-22
USA,35,0,0.0,0.0,6.0,2020-02-22
Taiwan,28,2,1.0,0.0,2.0,2020-02-22
Australia,22,1,0.0,0.0,11.0,2020-02-22
Malaysia,22,0,0.0,0.0,17.0,2020-02-22
Germany,16,0,0.0,0.0,14.0,2020-02-22
Vietnam,16,0,0.0,0.0,15.0,2020-02-22
U.A.E.,13,0,0.0,0.0,3.0,2020-02-22
France,12,0,1.0,0.0,10.0,2020-02-22
Macao,10,0,0.0,0.0,6.0,2020-02-22
Canada,9,0,0.0,0.0,3.0,2020-02-22
U.K.,9,0,0.0,0.0,8.0,2020-02-22
Philippines,3,0,1.0,0.0,2.0,2020-02-22
India,3,0,0.0,0.0,3.0,2020-02-22
Russia,2,0,0.0,0.0,2.0,2020-02-22
Spain,2,0,0.0,0.0,2.0,2020-02-22
Belgium,1,0,0.0,0.0,1.0,2020-02-22
Cambodia,1,0,0.0,0.0,1.0,2020-02-22
Egypt,1,0,0.0,0.0,1.0,2020-02-22
Finland,1,0,0.0,0.0,1.0,2020-02-22
Israel,1,0,0.0,0.0,0.0,2020-02-22
Lebanon,1,0,0.0,0.0,0.0,2020-02-22
Nepal,1,0,0.0,0.0,1.0,2020-02-22
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-22
Sweden,1,0,0.0,0.0,0.0,2020-02-22
Iraq,1,0,0.0,0.0,0.0,2020-02-22
China,76947,11,2444.0,2.0,23340.0,2020-02-23
S. Korea,763,327,7.0,5.0,18.0,2020-02-23
Diamond Princess,691,57,3.0,1.0,17.0,2020-02-23
Italy,157,78,3.0,1.0,2.0,2020-02-23
Japan,146,12,1.0,0.0,23.0,2020-02-23
Singapore,89,0,0.0,0.0,51.0,2020-02-23
Hong Kong,74,4,2.0,0.0,12.0,2020-02-23
Iran,43,14,8.0,2.0,0.0,2020-02-23
Thailand,35,0,0.0,0.0,21.0,2020-02-23
USA,35,0,0.0,0.0,7.0,2020-02-23
Taiwan,28,2,1.0,0.0,2.0,2020-02-23
Australia,22,1,0.0,0.0,11.0,2020-02-23
Malaysia,22,0,0.0,0.0,18.0,2020-02-23
Germany,16,0,0.0,0.0,14.0,2020-02-23
Vietnam,16,0,0.0,0.0,15.0,2020-02-23
U.K.,13,4,0.0,0.0,8.0,2020-02-23
U.A.E.,13,0,0.0,0.0,3.0,2020-02-23
France,12,0,1.0,0.0,10.0,2020-02-23
Canada,10,1,0.0,0.0,3.0,2020-02-23
Macao,10,0,0.0,0.0,6.0,2020-02-23
Philippines,3,0,1.0,0.0,2.0,2020-02-23
India,3,0,0.0,0.0,3.0,2020-02-23
Israel,2,1,0.0,0.0,0.0,2020-02-23
Russia,2,0,0.0,0.0,2.0,2020-02-23
Spain,2,0,0.0,0.0,2.0,2020-02-23
Belgium,1,0,0.0,0.0,1.0,2020-02-23
Cambodia,1,0,0.0,0.0,1.0,2020-02-23
Egypt,1,0,0.0,0.0,1.0,2020-02-23
Finland,1,0,0.0,0.0,1.0,2020-02-23
Lebanon,1,0,0.0,0.0,0.0,2020-02-23
Nepal,1,0,0.0,0.0,1.0,2020-02-23
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-23
Sweden,1,0,0.0,0.0,0.0,2020-02-23
Iraq,1,0,0.0,0.0,0.0,2020-02-23
China,77659,509,2663.0,71.0,27376.0,2020-02-24
S. Korea,893,60,9.0,1.0,22.0,2020-02-24
Diamond Princess,691,0,4.0,1.0,2.0,2020-02-24
Italy,231,2,7.0,0.0,1.0,2020-02-24
Japan,159,0,1.0,0.0,23.0,2020-02-24
Singapore,90,0,0.0,0.0,53.0,2020-02-24
Hong Kong,81,0,2.0,0.0,12.0,2020-02-24
Iran,61,0,12.0,0.0,3.0,2020-02-24
USA,53,0,0.0,0.0,6.0,2020-02-24
Thailand,35,0,0.0,0.0,21.0,2020-02-24
Taiwan,30,0,1.0,0.0,2.0,2020-02-24
Australia,22,0,0.0,0.0,11.0,2020-02-24
Malaysia,22,0,0.0,0.0,20.0,2020-02-24
Germany,16,0,0.0,0.0,14.0,2020-02-24
Vietnam,16,0,0.0,0.0,15.0,2020-02-24
U.K.,13,0,0.0,0.0,8.0,2020-02-24
U.A.E.,13,0,0.0,0.0,3.0,2020-02-24
France,12,0,1.0,0.0,11.0,2020-02-24
Canada,11,0,0.0,0.0,3.0,2020-02-24
Macao,10,0,0.0,0.0,5.0,2020-02-24
Kuwait,5,0,0.0,0.0,0.0,2020-02-24
Philippines,3,0,1.0,0.0,2.0,2020-02-24
India,3,0,0.0,0.0,3.0,2020-02-24
Spain,3,0,0.0,0.0,2.0,2020-02-24
Bahrain,2,0,0.0,0.0,0.0,2020-02-24
Israel,2,0,0.0,0.0,0.0,2020-02-24
Oman,2,0,0.0,0.0,0.0,2020-02-24
Russia,2,0,0.0,0.0,2.0,2020-02-24
Afghanistan,1,0,0.0,0.0,0.0,2020-02-24
Belgium,1,0,0.0,0.0,1.0,2020-02-24
Cambodia,1,0,0.0,0.0,1.0,2020-02-24
Egypt,1,0,0.0,0.0,1.0,2020-02-24
Finland,1,0,0.0,0.0,1.0,2020-02-24
Iraq,1,0,0.0,0.0,0.0,2020-02-24
Lebanon,1,0,0.0,0.0,0.0,2020-02-24
Nepal,1,0,0.0,0.0,1.0,2020-02-24
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-24
Sweden,1,0,0.0,0.0,0.0,2020-02-24
China,78064,406,2715.0,52.0,29755.0,2020-02-25
S. Korea,1146,0,12.0,1.0,22.0,2020-02-25
Diamond Princess,691,0,4.0,0.0,10.0,2020-02-25
Italy,323,0,11.0,0.0,2.0,2020-02-25
Japan,161,0,1.0,0.0,23.0,2020-02-25
Iran,95,0,16.0,0.0,25.0,2020-02-25
Singapore,91,0,0.0,0.0,58.0,2020-02-25
Hong Kong,85,0,2.0,0.0,18.0,2020-02-25
USA,57,0,0.0,0.0,6.0,2020-02-25
Thailand,37,0,0.0,0.0,22.0,2020-02-25
Taiwan,31,0,1.0,0.0,5.0,2020-02-25
Bahrain,23,0,0.0,0.0,0.0,2020-02-25
Australia,22,0,0.0,0.0,15.0,2020-02-25
Malaysia,22,0,0.0,0.0,20.0,2020-02-25
Germany,18,0,0.0,0.0,15.0,2020-02-25
Vietnam,16,0,0.0,0.0,16.0,2020-02-25
France,14,0,1.0,0.0,11.0,2020-02-25
U.K.,13,0,0.0,0.0,8.0,2020-02-25
U.A.E.,13,0,0.0,0.0,3.0,2020-02-25
Canada,11,0,0.0,0.0,3.0,2020-02-25
Kuwait,11,0,0.0,0.0,0.0,2020-02-25
Macao,10,0,0.0,0.0,5.0,2020-02-25
Spain,9,0,0.0,0.0,2.0,2020-02-25
Iraq,5,0,0.0,0.0,0.0,2020-02-25
Oman,4,0,0.0,0.0,0.0,2020-02-25
Philippines,3,0,1.0,0.0,2.0,2020-02-25
India,3,0,0.0,0.0,3.0,2020-02-25
Austria,2,0,0.0,0.0,0.0,2020-02-25
Israel,2,0,0.0,0.0,0.0,2020-02-25
Russia,2,0,0.0,0.0,2.0,2020-02-25
Afghanistan,1,0,0.0,0.0,0.0,2020-02-25
Algeria,1,0,0.0,0.0,0.0,2020-02-25
Belgium,1,0,0.0,0.0,1.0,2020-02-25
Cambodia,1,0,0.0,0.0,1.0,2020-02-25
Croatia,1,0,0.0,0.0,0.0,2020-02-25
Egypt,1,0,0.0,0.0,1.0,2020-02-25
Finland,1,0,0.0,0.0,1.0,2020-02-25
Lebanon,1,0,0.0,0.0,0.0,2020-02-25
Nepal,1,0,0.0,0.0,1.0,2020-02-25
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-25
Sweden,1,0,0.0,0.0,0.0,2020-02-25
Switzerland,1,0,0.0,0.0,0.0,2020-02-25
Brazil,1,0,0.0,0.0,0.0,2020-02-25
China,78499,435,2744.0,29.0,32502.0,2020-02-26
S. Korea,1595,618,12.0,1.0,24.0,2020-02-26
Diamond Princess,705,14,4.0,0.0,10.0,2020-02-26
Italy,470,147,12.0,1.0,3.0,2020-02-26
Japan,172,11,3.0,2.0,23.0,2020-02-26
Iran,139,44,19.0,3.0,25.0,2020-02-26
Singapore,93,2,0.0,0.0,62.0,2020-02-26
Hong Kong,89,4,2.0,0.0,18.0,2020-02-26
USA,60,3,0.0,0.0,6.0,2020-02-26
Thailand,40,3,0.0,0.0,22.0,2020-02-26
Bahrain,33,10,0.0,0.0,0.0,2020-02-26
Taiwan,32,1,1.0,0.0,5.0,2020-02-26
Germany,27,9,0.0,0.0,15.0,2020-02-26
Kuwait,26,15,0.0,0.0,0.0,2020-02-26
Australia,23,1,0.0,0.0,15.0,2020-02-26
Malaysia,22,0,0.0,0.0,20.0,2020-02-26
France,18,4,2.0,1.0,11.0,2020-02-26
Vietnam,16,0,0.0,0.0,16.0,2020-02-26
Spain,13,4,0.0,0.0,2.0,2020-02-26
U.K.,13,0,0.0,0.0,8.0,2020-02-26
U.A.E.,13,0,0.0,0.0,3.0,2020-02-26
Canada,12,1,0.0,0.0,3.0,2020-02-26
Macao,10,0,0.0,0.0,6.0,2020-02-26
Iraq,5,0,0.0,0.0,0.0,2020-02-26
Oman,4,0,0.0,0.0,0.0,2020-02-26
Philippines,3,0,1.0,0.0,2.0,2020-02-26
Croatia,3,2,0.0,0.0,0.0,2020-02-26
India,3,0,0.0,0.0,3.0,2020-02-26
Austria,2,0,0.0,0.0,0.0,2020-02-26
Finland,2,1,0.0,0.0,1.0,2020-02-26
Israel,2,0,0.0,0.0,0.0,2020-02-26
Lebanon,2,1,0.0,0.0,0.0,2020-02-26
Pakistan,2,2,0.0,0.0,0.0,2020-02-26
Russia,2,0,0.0,0.0,2.0,2020-02-26
Sweden,2,1,0.0,0.0,0.0,2020-02-26
Afghanistan,1,0,0.0,0.0,0.0,2020-02-26
Algeria,1,0,0.0,0.0,0.0,2020-02-26
Belgium,1,0,0.0,0.0,1.0,2020-02-26
Brazil,1,0,0.0,0.0,0.0,2020-02-26
Cambodia,1,0,0.0,0.0,1.0,2020-02-26
Egypt,1,0,0.0,0.0,1.0,2020-02-26
Georgia,1,1,0.0,0.0,0.0,2020-02-26
Greece,1,1,0.0,0.0,0.0,2020-02-26
North Macedonia,1,1,0.0,0.0,0.0,2020-02-26
Nepal,1,0,0.0,0.0,1.0,2020-02-26
Norway,1,1,0.0,0.0,0.0,2020-02-26
Romania,1,1,0.0,0.0,0.0,2020-02-26
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-26
Switzerland,1,0,0.0,0.0,0.0,2020-02-26
China,78832,335,2788.0,44.0,36137.0,2020-02-27
S. Korea,2022,256,13.0,0.0,24.0,2020-02-27
Diamond Princess,705,0,4.0,0.0,10.0,2020-02-27
Italy,655,0,17.0,0.0,45.0,2020-02-27
Iran,245,0,26.0,0.0,54.0,2020-02-27
Japan,214,0,4.0,0.0,32.0,2020-02-27
Singapore,96,0,0.0,0.0,66.0,2020-02-27
Hong Kong,92,0,2.0,0.0,18.0,2020-02-27
USA,60,0,0.0,0.0,6.0,2020-02-27
Germany,49,0,0.0,0.0,16.0,2020-02-27
Kuwait,43,0,0.0,0.0,0.0,2020-02-27
Thailand,40,0,0.0,0.0,22.0,2020-02-27
France,38,0,2.0,0.0,11.0,2020-02-27
Bahrain,33,0,0.0,0.0,0.0,2020-02-27
Taiwan,32,0,1.0,0.0,5.0,2020-02-27
Spain,25,0,0.0,0.0,2.0,2020-02-27
Australia,23,0,0.0,0.0,15.0,2020-02-27
Malaysia,22,0,0.0,0.0,20.0,2020-02-27
U.A.E.,19,0,0.0,0.0,5.0,2020-02-27
U.K.,16,0,0.0,0.0,8.0,2020-02-27
Vietnam,16,0,0.0,0.0,16.0,2020-02-27
Canada,14,0,0.0,0.0,3.0,2020-02-27
Macao,10,0,0.0,0.0,6.0,2020-02-27
Switzerland,8,0,0.0,0.0,0.0,2020-02-27
Iraq,7,0,0.0,0.0,0.0,2020-02-27
Sweden,7,0,0.0,0.0,0.0,2020-02-27
Oman,6,0,0.0,0.0,0.0,2020-02-27
Austria,5,0,0.0,0.0,0.0,2020-02-27
Norway,4,0,0.0,0.0,0.0,2020-02-27
Philippines,3,0,1.0,0.0,2.0,2020-02-27
Croatia,3,0,0.0,0.0,0.0,2020-02-27
Greece,3,0,0.0,0.0,0.0,2020-02-27
India,3,0,0.0,0.0,3.0,2020-02-27
Israel,3,0,0.0,0.0,0.0,2020-02-27
Lebanon,3,0,0.0,0.0,0.0,2020-02-27
Finland,2,0,0.0,0.0,1.0,2020-02-27
Pakistan,2,0,0.0,0.0,0.0,2020-02-27
Russia,2,0,0.0,0.0,2.0,2020-02-27
Afghanistan,1,0,0.0,0.0,0.0,2020-02-27
Algeria,1,0,0.0,0.0,0.0,2020-02-27
Belgium,1,0,0.0,0.0,1.0,2020-02-27
Brazil,1,0,0.0,0.0,0.0,2020-02-27
Cambodia,1,0,0.0,0.0,1.0,2020-02-27
Denmark,1,0,0.0,0.0,0.0,2020-02-27
Egypt,1,0,0.0,0.0,1.0,2020-02-27
Estonia,1,0,0.0,0.0,0.0,2020-02-27
Georgia,1,0,0.0,0.0,0.0,2020-02-27
Lithuania,1,1,0.0,0.0,0.0,2020-02-27
North Macedonia,1,0,0.0,0.0,0.0,2020-02-27
Nepal,1,0,0.0,0.0,1.0,2020-02-27
Netherlands,1,0,0.0,0.0,0.0,2020-02-27
Nigeria,1,1,0.0,0.0,0.0,2020-02-27
Romania,1,0,0.0,0.0,0.0,2020-02-27
San Marino,1,0,0.0,0.0,0.0,2020-02-27
Sri Lanka,1,0,0.0,0.0,1.0,2020-02-27
China,0,428,0.0,47.0,0.0,2020-02-28
S. Korea,0,594,0.0,1.0,0.0,2020-02-28
Italy,0,0,0.0,0.0,0.0,2020-02-28
Diamond Princess,0,0,0.0,0.0,0.0,2020-02-28
Iran,0,0,0.0,0.0,0.0,2020-02-28
Japan,0,0,0.0,0.0,0.0,2020-02-28
Singapore,0,0,0.0,0.0,0.0,2020-02-28
Hong Kong,0,0,0.0,0.0,0.0,2020-02-28
USA,0,0,0.0,0.0,0.0,2020-02-28
Germany,0,0,0.0,0.0,0.0,2020-02-28
France,0,0,0.0,0.0,0.0,2020-02-28
Kuwait,0,0,0.0,0.0,0.0,2020-02-28
Thailand,0,0,0.0,0.0,0.0,2020-02-28
Bahrain,0,0,0.0,0.0,0.0,2020-02-28
Taiwan,0,0,0.0,0.0,0.0,2020-02-28
Spain,0,0,0.0,0.0,0.0,2020-02-28
Australia,0,0,0.0,0.0,0.0,2020-02-28
Malaysia,0,0,0.0,0.0,0.0,2020-02-28
U.K.,0,0,0.0,0.0,0.0,2020-02-28
U.A.E.,0,0,0.0,0.0,0.0,2020-02-28
Canada,0,1,0.0,0.0,0.0,2020-02-28
Vietnam,0,0,0.0,0.0,0.0,2020-02-28
Switzerland,0,0,0.0,0.0,0.0,2020-02-28
Sweden,0,0,0.0,0.0,0.0,2020-02-28
Macao,0,0,0.0,0.0,0.0,2020-02-28
Iraq,0,0,0.0,0.0,0.0,2020-02-28
Israel,0,0,0.0,0.0,0.0,2020-02-28
Austria,0,0,0.0,0.0,0.0,2020-02-28
Norway,0,0,0.0,0.0,0.0,2020-02-28
Oman,0,0,0.0,0.0,0.0,2020-02-28
Croatia,0,0,0.0,0.0,0.0,2020-02-28
Greece,0,0,0.0,0.0,0.0,2020-02-28
Lebanon,0,0,0.0,0.0,0.0,2020-02-28
Philippines,0,0,0.0,0.0,0.0,2020-02-28
Finland,0,0,0.0,0.0,0.0,2020-02-28
India,0,0,0.0,0.0,0.0,2020-02-28
Romania,0,0,0.0,0.0,0.0,2020-02-28
Denmark,0,0,0.0,0.0,0.0,2020-02-28
Georgia,0,0,0.0,0.0,0.0,2020-02-28
Mexico,0,0,0.0,0.0,0.0,2020-02-28
Netherlands,0,0,0.0,0.0,0.0,2020-02-28
Pakistan,0,0,0.0,0.0,0.0,2020-02-28
Russia,0,0,0.0,0.0,0.0,2020-02-28
Afghanistan,0,0,0.0,0.0,0.0,2020-02-28
Algeria,0,0,0.0,0.0,0.0,2020-02-28
Azerbaijan,0,0,0.0,0.0,0.0,2020-02-28
Belarus,0,0,0.0,0.0,0.0,2020-02-28
Belgium,0,0,0.0,0.0,0.0,2020-02-28
Brazil,0,0,0.0,0.0,0.0,2020-02-28
Cambodia,0,0,0.0,0.0,0.0,2020-02-28
Egypt,0,0,0.0,0.0,0.0,2020-02-28
Estonia,0,0,0.0,0.0,0.0,2020-02-28
Iceland,0,0,0.0,0.0,0.0,2020-02-28
Lithuania,0,0,0.0,0.0,0.0,2020-02-28
North Macedonia,0,0,0.0,0.0,0.0,2020-02-28
Monaco,0,0,0.0,0.0,0.0,2020-02-28
Nepal,0,0,0.0,0.0,0.0,2020-02-28
New Zealand,0,0,0.0,0.0,0.0,2020-02-28
Nigeria,0,0,0.0,0.0,0.0,2020-02-28
San Marino,0,0,0.0,0.0,0.0,2020-02-28
Sri Lanka,0,0,0.0,0.0,0.0,2020-02-28
Total:,0,1023,0.0,48.0,0.0,2020-02-28
